國民中學校別資料																							
102 學年度 SY2013-2014																							
縣市代碼	縣市名稱	學校代碼	學校名稱	班級數	7年級	8年級	9年級	學生數	男學生	女學生	7年級男	7年級女	8年級男	8年級女	9年級男	9年級女	上學年畢業生	上學年男畢業生	上學年女畢業生	男專任教師	女專任教師	男職員	女職員
09	雲林縣	094528	縣立馬光國中	15	5	5	5	382	233	149	90	48	79	50	64	51	127	73	54	8	25	2	5
09	雲林縣	094529	縣立石榴國中	15	5	5	5	434	218	216	61	65	79	77	78	74	141	68	73	19	16	3	5
09	雲林縣	094530	縣立林內國中	11	4	4	3	291	170	121	51	42	66	46	53	33	121	57	64	14	14	3	3
09	雲林縣	094543	縣立東仁國中	15	5	5	5	526	236	290	75	103	82	87	79	100	173	83	90	15	23	2	5
09	雲林縣	094544	縣立樟湖生態國中(小)	3	1	1	1	24	13	11	7	8	5	1	1	2	-	-	-	4	5	1	1
10	嘉義縣	101303	私立同濟高中附設國中部	7	2	3	2	257	155	102	47	29	55	42	53	31	118	68	50	-	-	-	-
10	嘉義縣	101304	私立協同高中附設國中部	30	10	10	10	"1,392"	823	569	280	187	274	198	269	184	395	211	184	-	-	-	-
10	嘉義縣	104319	縣立竹崎高中附設國中部	26	9	9	8	747	426	321	140	119	159	115	127	87	264	156	108	-	-	-	-
10	嘉義縣	104326	縣立永慶高中附設國中部	18	6	6	6	558	289	269	92	88	93	93	104	88	130	69	61	-	-	-	-
10	嘉義縣	104501	縣立朴子國中	32	11	10	11	"1,012"	-	"1,012"	-	338	-	329	-	345	334	-	334	18	53	2	8
10	嘉義縣	104502	縣立東石國中	35	12	11	12	997	976	21	327	17	349	2	300	2	368	360	8	25	57	1	8
10	嘉義縣	104503	縣立布袋國中	8	2	3	3	188	93	95	32	38	31	35	30	22	63	37	26	7	14	1	2
10	嘉義縣	104504	縣立過溝國中	9	3	3	3	249	139	110	41	33	44	40	54	37	81	38	43	10	14	-	3
10	嘉義縣	104505	縣立大林國中	32	11	11	10	887	467	420	158	154	146	143	163	123	324	171	153	22	49	2	4
10	嘉義縣	104506	縣立新港國中	54	18	18	18	"1,743"	939	804	303	294	345	244	291	266	625	334	291	40	81	3	7
10	嘉義縣	104507	縣立民雄國中	64	23	21	20	"1,853"	981	872	361	302	311	289	309	281	716	369	347	47	90	1	11
10	嘉義縣	104508	縣立大吉國中	14	5	5	4	429	226	203	70	86	88	61	68	56	125	60	65	10	22	-	2
10	嘉義縣	104509	縣立六嘉國中	11	4	3	4	239	133	106	60	37	30	39	43	30	70	31	39	7	19	2	2
10	嘉義縣	104511	縣立太保國中	20	7	7	6	477	268	209	93	60	87	68	88	81	226	117	109	15	33	1	7
10	嘉義縣	104512	縣立嘉新國中	14	5	5	4	386	194	192	72	61	69	74	53	57	111	55	56	19	16	1	3
10	嘉義縣	104513	縣立溪口國中	10	3	4	3	228	123	105	36	31	49	37	38	37	97	45	52	9	19	-	3
10	嘉義縣	104514	縣立鹿草國中	13	4	4	5	381	201	180	67	51	69	68	65	61	130	70	60	12	18	1	2
10	嘉義縣	104515	縣立東榮國中	10	3	3	4	218	130	88	37	28	55	25	38	35	39	22	17	10	16	-	3
10	嘉義縣	104516	縣立水上國中	26	9	9	8	697	359	338	120	118	133	117	106	103	237	116	121	25	36	4	5
10	嘉義縣	104517	縣立忠和國中	17	6	5	6	482	257	225	93	71	78	72	86	82	162	93	69	13	30	1	5
10	嘉義縣	104518	縣立中埔國中	25	8	9	8	668	344	324	100	109	123	90	121	125	282	152	130	19	39	1	5
10	嘉義縣	104520	縣立昇平國中	10	3	3	4	270	147	123	48	39	47	40	52	44	108	61	47	7	16	1	4
10	嘉義縣	104521	縣立義竹國中	18	7	6	5	550	298	252	113	101	110	79	75	72	154	82	72	17	29	1	4
10	嘉義縣	104522	縣立民和國中	12	4	4	4	221	140	81	50	31	50	20	40	30	84	39	45	15	22	-	5
10	嘉義縣	104523	縣立梅山國中	14	5	5	4	383	202	181	75	54	70	65	57	62	115	61	54	17	21	1	4
10	嘉義縣	104524	縣立大埔國中	3	1	1	1	68	32	36	10	11	9	12	13	13	22	11	11	6	4	-	2
10	嘉義縣	104526	縣立阿里山國中(小)	3	1	1	1	79	36	43	11	20	8	17	17	6	17	11	6	5	6	1	4
11	臺南市	110328	國立南科高級實驗中學附設國中部	25	8	8	9	702	354	348	116	105	113	111	125	132	278	149	129	-	-	-	-
11	臺南市	111313	私立南光高中附設國中	16	6	5	5	765	427	338	146	134	135	109	146	95	239	135	104	-	-	-	-
11	臺南市	111318	私立鳳和高中附設國中	10	3	4	3	393	224	169	77	65	91	58	56	46	109	60	49	-	-	-	-
11	臺南市	111320	私立港明高中附設國中	30	10	10	10	"1,462"	933	529	315	174	293	195	325	160	502	334	168	-	-	-	-
11	臺南市	111321	私立興國高中附設國中	39	12	14	13	"1,698"	"1,049"	649	335	193	374	243	340	213	605	357	248	-	-	-	-
11	臺南市	111322	私立明達高中附設國中	9	3	3	3	357	189	168	55	63	66	61	68	44	96	58	38	-	-	-	-
11	臺南市	111323	方濟會學校財團法人臺南市黎明高中附設國中部	25	9	8	8	"1,179"	683	496	248	169	218	174	217	153	345	212	133	-	-	-	-
11	臺南市	111326	私立新榮高中附設國中	2	1	-	1	26	14	12	8	5	-	-	6	7	18	13	5	-	-	-	-
11	臺南市	111501	私立城光國中	3	1	1	1	61	47	14	16	3	8	4	23	7	35	28	7	6	2	1	2
11	臺南市	111502	私立昭明國中(代用)	27	9	9	9	977	534	443	142	137	182	133	210	173	315	171	144	24	30	4	5
11	臺南市	114306	市立大灣高中附設國中	65	21	23	21	"1,966"	"1,042"	924	316	298	382	325	344	301	689	368	321	-	-	-	-
11	臺南市	114307	市立永仁高中附設國中部	31	12	10	9	824	415	409	154	139	135	136	126	134	278	133	145	-	-	-	-
11	臺南市	114501	市立仁德國中	34	12	11	11	963	541	422	187	131	186	134	168	157	322	176	146	17	60	2	7
11	臺南市	114502	市立仁德文賢國中	11	4	4	3	290	151	139	50	48	52	57	49	34	91	51	40	9	15	-	5
11	臺南市	114503	市立歸仁國中	72	24	23	25	"2,135"	"1,102"	"1,033"	351	333	364	332	387	368	749	409	340	47	103	2	11
11	臺南市	114504	市立關廟國中	31	12	10	9	900	481	419	157	176	163	119	161	124	305	141	164	15	51	1	7
11	臺南市	114505	市立永康國中	76	25	26	25	"2,242"	"1,112"	"1,130"	338	362	399	394	375	374	805	424	381	45	122	-	14
11	臺南市	114508	市立龍崎國中	3	1	1	1	57	38	19	15	4	9	9	14	6	17	6	11	3	7	-	3
11	臺南市	114509	市立新化國中	43	14	15	14	"1,179"	633	546	199	181	210	176	224	189	385	201	184	25	67	3	8
11	臺南市	114510	市立善化國中	32	12	11	9	912	465	447	173	152	157	162	135	133	311	167	144	23	45	2	6
11	臺南市	114511	市立玉井國中	16	5	5	6	439	247	192	78	64	80	71	89	57	131	75	56	9	29	3	3
11	臺南市	114512	市立山上國中	6	2	2	2	116	66	50	21	17	21	17	24	16	37	18	19	9	6	-	3
11	臺南市	114513	市立安定國中	24	8	8	8	674	322	352	101	119	125	116	96	117	246	146	100	23	28	2	5
11	臺南市	114514	市立楠西國中	9	3	3	3	248	134	114	43	36	48	44	43	34	74	36	38	14	7	1	4
11	臺南市	114515	市立新市國中	31	10	12	9	862	414	448	136	136	149	167	129	145	300	154	146	21	46	-	9
11	臺南市	114516	市立南化國中	6	2	2	2	116	64	52	18	15	26	20	20	17	29	18	11	9	7	-	5
11	臺南市	114517	市立左鎮國中	3	1	1	1	79	47	32	14	11	15	9	18	12	31	11	20	4	5	1	2
11	臺南市	114518	市立麻豆國中	49	16	18	15	"1,398"	683	715	206	215	255	250	222	250	537	274	263	36	75	2	11
11	臺南市	114519	市立下營國中	17	6	6	5	445	227	218	81	75	66	70	80	73	200	102	98	16	24	2	5
11	臺南市	114520	市立六甲國中	23	8	8	7	605	267	338	73	114	102	115	92	109	203	110	93	17	36	2	6
11	臺南市	114521	市立官田國中	7	2	3	2	182	91	91	30	25	30	37	31	29	80	43	37	4	13	2	3
11	臺南市	114522	市立大內國中	9	3	3	3	205	111	94	33	30	43	28	35	36	82	46	36	12	12	1	5
11	臺南市	114523	市立佳里國中	59	20	21	18	"1,670"	843	827	285	292	296	284	262	251	610	311	299	51	83	2	11
11	臺南市	114524	市立佳興國中	9	3	3	3	205	110	95	32	33	35	31	43	31	74	38	36	11	10	2	3
11	臺南市	114525	市立學甲國中	22	7	7	8	581	307	274	106	83	92	97	109	94	221	121	100	17	33	1	6
11	臺南市	114526	市立西港國中	16	6	6	4	413	197	216	73	85	71	83	53	48	140	70	70	12	25	-	5
11	臺南市	114527	市立將軍國中	7	3	2	2	177	83	94	38	33	24	29	21	32	51	20	31	7	14	-	6
11	臺南市	114528	市立後港國中	3	1	1	1	65	32	33	6	18	10	12	16	3	16	9	7	4	5	-	4
11	臺南市	114529	市立竹橋國中	6	2	2	2	118	60	58	22	15	24	21	14	22	36	19	17	6	9	2	2
11	臺南市	114530	市立北門國中	6	2	2	2	159	76	83	30	26	21	34	25	23	44	22	22	7	9	1	4
11	臺南市	114531	市立南新國中	56	19	19	18	"1,548"	751	797	234	242	273	284	244	271	602	282	320	40	85	3	10
11	臺南市	114532	市立太子國中	3	1	1	1	74	35	39	16	9	8	18	11	12	22	10	12	3	6	-	3
11	臺南市	114533	市立新東國中	48	15	17	16	"1,449"	746	703	221	211	275	237	250	255	565	296	269	29	77	1	11
11	臺南市	114534	市立鹽水國中	16	6	5	5	412	206	206	72	76	60	73	74	57	168	85	83	13	19	-	7
11	臺南市	114535	市立白河國中	25	8	8	9	702	367	335	115	105	122	119	130	111	251	120	131	23	33	3	6
11	臺南市	114536	市立柳營國中	4	2	1	1	99	51	48	17	22	17	13	17	13	31	22	9	7	4	-	4
11	臺南市	114537	市立東山國中	9	3	3	3	221	109	112	37	38	36	32	36	42	87	50	37	11	10	2	3
11	臺南市	114538	市立東原國中	9	4	3	2	190	118	72	48	35	42	17	28	20	47	27	20	8	12	1	3
11	臺南市	114539	市立後壁國中	11	4	4	3	258	146	112	53	31	55	42	38	39	89	43	46	9	16	1	4
11	臺南市	114540	市立菁寮國中	5	2	1	2	103	46	57	16	26	17	12	13	19	27	12	15	7	7	3	2
11	臺南市	114543	市立大橋國中	59	20	20	19	"1,790"	952	838	325	263	317	293	310	282	622	356	266	40	82	1	12
11	臺南市	114544	市立沙崙國中	8	3	3	2	183	93	90	35	26	32	33	26	31	58	33	25	4	18	2	3
12	高雄市	121307	私立普門高中附設國中部	14	5	5	4	521	318	203	121	83	104	60	93	60	196	117	79	-	-	-	-
12	高雄市	121318	私立正義高中附設國中部	6	2	2	2	194	108	86	35	15	39	43	34	28	51	27	24	-	-	-	-
12	高雄市	121320	私立義大國際高中附設國中部	8	2	3	3	199	116	83	26	21	47	26	43	36	71	38	33	-	-	-	-
12	高雄市	124302	市立文山高中附設國中部	31	10	11	10	937	523	414	180	131	178	148	165	135	313	159	154	-	-	-	-
12	高雄市	124311	市立林園高中附設國中部	73	24	24	25	"2,164"	"1,082"	"1,082"	334	353	380	373	368	356	714	344	370	-	-	-	-
12	高雄市	124313	市立仁武高中附設國中部	32	11	11	10	876	459	417	152	133	154	158	153	126	296	151	145	-	-	-	-
12	高雄市	124322	市立路竹高中附設國中部	49	17	17	15	"1,488"	776	712	253	244	286	238	237	230	512	253	259	-	-	-	-
12	高雄市	124333	市立六龜高中附設國中部	10	3	4	3	241	129	112	40	34	50	52	39	26	98	55	43	-	-	-	-
12	高雄市	124340	市立福誠高中附設國中部	44	15	15	14	"1,441"	762	679	235	265	288	207	239	207	431	225	206	-	-	-	-
12	高雄市	124501	市立鳳山國中	75	25	26	24	"2,446"	"1,284"	"1,162"	416	385	462	416	406	361	804	436	368	49	122	2	13
12	高雄市	124503	市立鳳西國中	86	27	30	29	"2,440"	"1,258"	"1,182"	377	361	464	403	417	418	923	491	432	60	135	3	11
12	高雄市	124504	市立五甲國中	62	19	21	22	"1,832"	938	894	281	253	326	327	331	314	715	355	360	46	95	3	12
12	高雄市	124505	市立鳳甲國中	59	20	20	19	"1,895"	991	904	343	285	346	328	302	291	629	329	300	37	97	1	13
12	高雄市	124506	市立忠孝國中	16	6	5	5	391	236	155	91	44	78	55	67	56	179	102	77	11	29	2	6
12	高雄市	124507	市立大寮國中	44	14	15	15	"1,217"	599	618	184	183	212	238	203	197	399	208	191	39	71	2	11
12	高雄市	124508	市立潮寮國中	10	4	3	3	257	129	128	50	41	40	46	39	41	89	39	50	15	15	2	2
12	高雄市	124509	市立大樹國中	35	12	12	11	"1,052"	533	519	177	175	178	193	178	151	361	185	176	27	54	2	8
12	高雄市	124510	市立溪埔國中	8	3	3	2	210	98	112	36	37	31	47	31	28	80	39	41	9	16	2	3
12	高雄市	124512	市立鳥松國中	15	5	5	5	382	215	167	68	55	76	60	71	52	144	66	78	12	23	3	5
12	高雄市	124514	市立大社國中	29	10	10	9	835	466	369	169	120	150	117	147	132	303	150	153	19	46	2	6
12	高雄市	124515	市立岡山國中	61	21	21	19	"1,765"	934	831	293	283	348	280	293	268	600	299	301	47	85	2	12
12	高雄市	124516	市立前峰國中	50	16	18	16	"1,479"	718	761	218	233	263	291	237	237	522	270	252	50	61	2	11
12	高雄市	124517	市立永安國中	14	4	5	5	363	186	177	60	50	69	60	57	67	160	81	79	10	23	2	6
12	高雄市	124518	市立橋頭國中	37	13	12	12	"1,036"	560	476	186	175	215	145	159	156	342	171	171	29	59	3	8
12	高雄市	124519	市立梓官國中	31	11	10	10	828	436	392	147	128	152	128	137	136	289	151	138	19	53	2	6
12	高雄市	124520	市立燕巢國中	27	9	10	8	730	414	316	138	114	155	99	121	103	264	138	126	21	41	1	8
12	高雄市	124521	市立阿蓮國中	39	12	15	12	"1,093"	582	511	186	159	211	189	185	163	399	208	191	32	58	3	7
12	高雄市	124523	市立湖內國中	17	6	6	5	504	243	261	92	88	77	95	74	78	165	88	77	9	34	1	7
12	高雄市	124524	市立茄萣國中	22	8	7	7	548	272	276	95	94	90	93	87	89	213	115	98	19	32	1	8
12	高雄市	124525	市立田寮國中	3	1	1	1	67	42	25	15	11	13	6	14	8	30	13	17	3	8	-	2
12	高雄市	124526	市立彌陀國中	22	7	8	7	584	279	305	101	108	92	98	86	99	189	96	93	16	36	3	4
12	高雄市	124527	市立旗山國中	42	13	15	14	"1,149"	573	576	185	177	210	200	178	199	411	217	194	36	67	5	5
12	高雄市	124528	市立圓富國中	9	3	3	3	208	116	92	35	27	36	35	45	30	66	27	39	12	12	1	4
12	高雄市	124529	市立大洲國中	4	2	1	1	84	45	39	18	15	16	10	11	14	33	16	17	8	6	1	2
12	高雄市	124530	市立美濃國中	16	6	5	5	444	244	200	80	83	81	63	83	54	138	77	61	15	25	2	5
12	高雄市	124531	市立南隆國中	19	6	7	6	531	273	258	83	94	109	81	81	83	195	98	97	19	26	1	6
12	高雄市	124532	市立龍肚國中	9	3	3	3	205	111	94	33	34	46	34	32	26	75	40	35	6	17	1	3
12	高雄市	124534	市立寶來國中	3	1	1	1	56	30	26	11	5	12	9	7	12	22	10	12	5	8	1	1
12	高雄市	124535	市立杉林國中	11	4	4	3	262	133	129	38	49	54	40	41	40	85	49	36	12	18	2	3
12	高雄市	124536	市立內門國中	10	3	4	3	237	121	116	43	30	47	48	31	38	82	45	37	10	16	-	3
12	高雄市	124537	市立甲仙國中	7	3	2	2	148	85	63	30	17	27	28	28	18	50	23	27	6	15	2	2
12	高雄市	124538	市立中芸國中	14	5	5	4	366	176	190	59	64	56	65	61	61	123	68	55	19	16	2	6
12	高雄市	124539	市立中庄國中	34	12	12	10	989	547	442	171	160	205	136	171	146	338	179	159	26	53	2	7
12	高雄市	124541	市立蚵寮國中	11	4	4	3	275	124	151	48	46	41	62	35	43	99	54	45	11	19	3	1
12	高雄市	124542	市立那瑪夏國中	6	2	2	2	101	39	62	11	21	14	19	14	22	33	19	14	6	12	2	3
12	高雄市	124543	市立青年國中	62	20	21	21	"1,936"	976	960	298	289	367	335	311	336	678	360	318	37	99	1	14
12	高雄市	124544	市立一甲國中	21	8	7	6	564	315	249	110	84	110	89	95	76	198	101	97	23	26	1	7
12	高雄市	124545	市立大灣國中	43	15	14	14	"1,265"	627	638	221	216	205	214	201	208	415	218	197	24	65	-	10
12	高雄市	124546	市立嘉興國中	11	4	4	3	261	142	119	49	43	49	45	44	31	91	44	47	14	18	2	3
12	高雄市	124547	市立茂林國中	3	1	1	1	61	21	40	7	16	6	14	8	10	11	4	7	4	7	-	1
12	高雄市	124548	市立桃源國中	6	2	2	2	60	26	34	9	12	7	13	10	9	23	16	7	5	13	1	1
12	高雄市	124549	市立中崙國中	10	3	4	3	232	122	110	33	32	50	40	39	38	127	69	58	9	17	-	7
12	高雄市	124550	市立鳳翔國中	7	7	-	-	237	121	116	121	116	-	-	-	-	-	-	-	8	11	1	1
13	屏東縣	131308	私立陸興高中附設國中部	9	3	3	3	344	205	139	66	53	71	36	68	50	128	76	52	-	-	-	-
13	屏東縣	131311	私立美和高中附設國中部	17	6	6	5	766	417	349	148	126	141	135	128	88	218	111	107	-	-	-	-
13	屏東縣	131501	私立南榮國中(代用)	36	12	12	12	"1,397"	735	662	213	230	255	231	267	201	530	285	245	24	45	4	8
13	屏東縣	134304	縣立大同高中附設國中部	39	13	14	12	"1,179"	587	592	180	211	223	205	184	176	374	175	199	-	-	-	-
13	屏東縣	134321	縣立枋寮高中附設國中部	33	11	12	10	837	440	397	145	129	156	154	139	114	275	149	126	-	-	-	-
13	屏東縣	134324	縣立東港高中附設國中部	75	24	26	25	"2,212"	"1,141"	"1,071"	338	317	405	380	398	374	780	389	391	-	-	-	-
13	屏東縣	134334	縣立來義中學附設國中部	11	4	4	3	278	145	133	47	44	52	44	46	45	102	60	42	-	-	-	-
13	屏東縣	134501	縣立明正國中	88	31	31	26	"2,639"	"1,349"	"1,290"	462	463	478	432	409	395	843	413	430	65	121	1	10
13	屏東縣	134502	縣立中正國中	77	23	27	27	"2,226"	"1,185"	"1,041"	358	293	420	367	407	381	894	491	403	58	114	3	9
13	屏東縣	134503	縣立公正國中	22	7	7	8	557	274	283	76	83	92	93	106	107	209	104	105	14	35	1	6
13	屏東縣	134505	縣立鶴聲國中	31	11	10	10	941	526	415	180	154	169	133	177	128	363	198	165	27	42	2	6
13	屏東縣	134506	縣立至正國中	32	11	12	9	965	522	443	183	141	184	175	155	127	345	172	173	26	45	1	6
13	屏東縣	134507	縣立長治國中	17	6	6	5	421	209	212	62	71	71	78	76	63	125	67	58	15	26	-	5
13	屏東縣	134508	縣立麟洛國中	14	5	5	4	354	219	135	81	51	80	43	58	41	107	69	38	8	22	1	4
13	屏東縣	134509	縣立九如國中	25	8	9	8	740	398	342	132	102	143	114	123	126	292	150	142	26	29	1	6
13	屏東縣	134510	縣立里港國中	32	11	11	10	942	499	443	159	161	185	150	155	132	307	175	132	25	44	2	5
13	屏東縣	134511	縣立鹽埔國中	19	6	6	7	529	266	263	87	90	82	90	97	83	189	102	87	19	24	2	5
13	屏東縣	134512	縣立高樹國中	17	5	6	6	449	226	223	62	65	92	68	72	90	145	77	68	13	25	1	4
13	屏東縣	134513	縣立高泰國中	9	3	3	3	243	148	95	49	34	56	34	43	27	74	38	36	9	11	-	3
13	屏東縣	134514	縣立內埔國中	31	10	10	11	907	438	469	133	157	153	144	152	168	330	153	177	29	39	1	8
13	屏東縣	134515	縣立崇文國中	21	8	7	6	566	286	280	97	100	104	93	85	87	195	92	103	20	27	2	5
13	屏東縣	134516	縣立竹田國中	9	3	3	3	205	112	93	38	31	42	25	32	37	94	51	43	4	16	1	3
13	屏東縣	134517	縣立潮州國中	42	14	15	13	"1,262"	637	625	221	199	228	220	188	206	415	197	218	37	52	2	9
13	屏東縣	134518	縣立光春國中	20	7	6	7	545	278	267	88	89	81	93	109	85	202	100	102	19	25	2	3
13	屏東縣	134519	縣立萬巒國中	23	7	8	8	658	340	318	115	82	108	116	117	120	214	99	115	13	37	3	4
13	屏東縣	134520	縣立新埤國中	4	1	2	1	84	45	39	11	9	16	18	18	12	47	21	26	3	9	1	1
13	屏東縣	134522	縣立萬丹國中	39	13	13	13	"1,115"	598	517	197	185	204	159	197	173	416	210	206	32	54	1	9
13	屏東縣	134523	縣立新園國中	28	10	10	8	775	412	363	144	125	143	128	125	110	278	154	124	20	41	2	6
13	屏東縣	134525	縣立林邊國中	27	9	10	8	785	409	376	122	130	163	142	124	104	276	135	141	27	31	2	5
13	屏東縣	134526	縣立南州國中	12	4	4	4	285	140	145	44	48	44	52	52	45	99	51	48	12	15	1	3
13	屏東縣	134527	縣立佳冬國中	12	4	4	4	330	180	150	68	41	54	57	58	52	94	56	38	15	14	-	5
13	屏東縣	134528	縣立琉球國中	9	3	3	3	258	122	136	38	54	37	51	47	31	91	42	49	10	12	2	3
13	屏東縣	134530	縣立車城國中	16	5	5	6	421	211	210	70	65	74	72	67	73	139	67	72	16	20	1	3
13	屏東縣	134531	縣立恆春國中	37	13	12	12	"1,082"	540	542	207	180	182	179	151	183	386	182	204	45	35	1	4
13	屏東縣	134532	縣立滿州國中	8	3	2	3	182	98	84	37	27	31	24	30	33	60	41	19	6	13	1	1
13	屏東縣	134533	縣立瑪家國中	10	3	4	3	271	148	123	40	40	60	48	48	35	71	40	31	10	12	1	2
13	屏東縣	134535	縣立泰武國中	6	2	2	2	128	66	62	18	19	20	29	28	14	51	27	24	10	5	-	2
13	屏東縣	134536	縣立牡丹國中	3	1	1	1	67	30	37	9	9	10	18	11	10	37	18	19	6	3	2	2
13	屏東縣	134537	縣立獅子國中	4	1	1	2	80	38	42	11	12	11	11	16	19	40	19	21	9	2	-	2
13	屏東縣	134538	縣立東新國中	21	7	7	7	590	315	275	108	100	97	91	110	84	210	112	98	19	27	-	6
13	屏東縣	134542	縣立萬新國中	27	9	9	9	778	382	396	112	127	138	139	132	130	310	165	145	32	27	1	6
14	臺東縣	140301	國立臺東大學附屬體育高級中學	12	4	4	4	248	166	82	59	36	66	32	41	14	74	42	32	-	-	-	-
14	臺東縣	141307	私立育仁高中附設國中部	2	-	1	1	17	9	8	-	-	6	3	3	5	9	4	5	-	-	-	-
14	臺東縣	141501	私立均一國中(小)	6	2	2	2	156	90	66	32	31	25	20	33	15	46	28	18	10	9	4	9
14	臺東縣	144322	縣立蘭嶼高中附設國中部	7	2	2	3	124	64	60	21	18	24	19	19	23	45	25	20	-	-	-	-
14	臺東縣	144501	縣立新生國中	66	22	22	22	"1,918"	994	924	336	289	347	299	311	336	645	318	327	56	96	2	13
14	臺東縣	144502	縣立東海國中	48	16	16	16	"1,415"	693	722	213	256	257	228	223	238	523	267	256	36	68	5	11
14	臺東縣	144503	縣立寶桑國中	21	8	7	6	530	278	252	105	92	93	86	80	74	162	74	88	21	33	2	7
14	臺東縣	144504	縣立卑南國中	14	5	4	5	367	201	166	75	50	71	57	55	59	155	87	68	18	20	2	6
14	臺東縣	144505	縣立豐田國中	13	4	5	4	259	150	109	48	27	45	41	57	41	106	48	58	12	19	1	7
14	臺東縣	144506	縣立知本國中	13	4	5	4	286	158	128	42	37	63	47	53	44	94	50	44	13	19	4	3
14	臺東縣	144507	縣立初鹿國中	6	2	2	2	117	64	53	18	15	26	23	20	15	49	29	20	10	9	-	2
14	臺東縣	144508	縣立鹿野國中	8	3	3	2	174	90	84	30	27	30	35	30	22	43	25	18	9	13	2	2
14	臺東縣	144509	縣立瑞源國中	3	1	1	1	42	20	22	3	9	9	7	8	6	14	8	6	6	3	-	3
14	臺東縣	144510	縣立關山國中	19	7	6	6	541	281	260	91	82	97	86	93	92	216	107	109	18	25	3	6
14	臺東縣	144511	縣立池上國中	9	3	3	3	238	114	124	39	43	40	44	35	37	64	31	33	6	18	1	4
14	臺東縣	144512	縣立大王國中	11	3	4	4	244	110	134	25	39	41	43	44	52	76	36	40	9	15	2	5
14	臺東縣	144513	縣立賓茂國中	4	2	1	1	76	34	42	21	20	6	10	7	12	37	20	17	8	6	2	2
14	臺東縣	144514	縣立大武國中	10	4	3	3	236	119	117	44	30	37	38	38	49	86	48	38	10	15	4	5
14	臺東縣	144515	縣立都蘭國中	6	2	2	2	113	59	54	20	13	22	16	17	25	50	26	24	5	12	1	4
14	臺東縣	144516	縣立泰源國中	7	2	3	2	126	93	33	32	9	40	11	21	13	46	33	13	6	13	2	2
14	臺東縣	144517	縣立新港國中	16	5	5	6	394	182	212	53	64	66	76	63	72	111	59	52	14	22	2	7
14	臺東縣	144518	縣立長濱國中	6	2	2	2	142	73	69	22	22	28	26	23	21	59	30	29	10	8	2	2
14	臺東縣	144519	縣立桃源國中	3	1	1	1	45	25	20	2	9	13	4	10	7	17	9	8	2	6	2	1
14	臺東縣	144520	縣立海端國中	3	1	1	1	62	33	29	8	8	11	13	14	8	20	8	12	4	7	2	2
14	臺東縣	144521	縣立綠島國中	4	1	2	1	70	30	40	7	12	14	20	9	8	30	14	16	5	8	2	1
15	花蓮縣	151306	私立海星高中附設國中部	18	6	6	6	617	311	306	113	104	102	110	96	92	213	108	105	-	-	-	-
15	花蓮縣	151312	私立慈大附中附設國中部	15	5	5	5	563	283	280	100	100	98	94	85	86	165	63	102	-	-	-	-
15	花蓮縣	154501	縣立玉里國中	29	10	10	9	748	399	349	121	130	154	116	124	103	305	145	160	28	41	4	4
15	花蓮縣	154502	縣立玉東國中	6	2	2	2	97	48	49	22	18	13	15	13	16	27	17	10	10	6	1	3
15	花蓮縣	154503	縣立三民國中	6	2	2	2	115	68	47	20	18	27	14	21	15	33	18	15	2	14	2	2
15	花蓮縣	154504	縣立美崙國中	29	11	9	9	780	437	343	158	124	134	109	145	110	265	152	113	22	44	3	6
15	花蓮縣	154505	縣立花崗國中	52	17	18	17	"1,547"	824	723	264	237	270	247	290	239	557	286	271	35	79	4	10
15	花蓮縣	154506	縣立國風國中	62	20	21	21	"1,798"	935	863	300	278	314	295	321	290	670	357	313	50	86	2	12
15	花蓮縣	154507	縣立秀林國中	13	4	5	4	334	169	165	53	53	64	49	52	63	111	55	56	14	19	2	4
15	花蓮縣	154508	縣立新城國中	19	6	7	6	497	234	263	72	67	80	95	82	101	196	106	90	15	26	2	5
15	花蓮縣	154509	縣立吉安國中	15	5	5	5	404	207	197	63	69	66	62	78	66	154	82	72	11	25	2	6
15	花蓮縣	154510	縣立宜昌國中	35	12	12	11	"1,011"	508	503	176	153	166	186	166	164	357	196	161	34	56	2	7
15	花蓮縣	154511	縣立壽豐國中	12	4	4	4	295	154	141	52	36	51	56	51	49	95	48	47	10	18	1	2
15	花蓮縣	154512	縣立平和國中	8	3	2	3	178	94	84	30	24	25	30	39	30	70	38	32	8	12	1	4
15	花蓮縣	154513	縣立光復國中	15	5	5	5	355	196	159	66	47	63	62	67	50	133	70	63	19	20	2	5
15	花蓮縣	154514	縣立富源國中	6	2	2	2	104	55	49	16	13	23	22	16	14	39	25	14	7	7	-	3
15	花蓮縣	154515	縣立鳳林國中	14	4	4	6	359	178	181	53	49	47	65	78	67	123	57	66	17	15	1	5
15	花蓮縣	154516	縣立萬榮國中	6	2	2	2	74	41	33	12	11	16	10	13	12	23	13	10	7	7	2	1
15	花蓮縣	154517	縣立富里國中	10	3	3	4	222	111	111	31	32	41	44	39	35	47	24	23	14	10	3	1
15	花蓮縣	154518	縣立富北國中	6	2	2	2	75	37	38	15	13	8	9	14	16	32	13	19	7	9	1	1
15	花蓮縣	154519	縣立豐濱國中	6	2	2	2	84	42	42	11	15	15	14	16	13	26	11	15	8	8	1	3
15	花蓮縣	154520	縣立瑞穗國中	14	4	4	6	342	166	176	53	51	54	59	59	66	144	84	60	14	17	3	4
15	花蓮縣	154521	縣立東里國中	5	1	2	2	49	21	28	7	10	8	7	6	11	18	9	9	8	5	-	3
